CIS	CISLabel	BN	BNlabel	NIMED	UCD13	CISLabel_processed
CIS61675795	PRAMIPEXOLE EG 0,18 mg, comprimé	http://www.romedi.fr/romedi/BN49t7pr0ah4stbrjlh4vdtu8plp3qvnb1	PRAMIPEXOLE	25607	3400893364864	pramipexole eg 0,18 mg, comprime
CIS60949122	PRAMIPEXOLE SANDOZ LP 0,52 mg, comprimé à libération prolongée	http://www.romedi.fr/romedi/BN49t7pr0ah4stbrjlh4vdtu8plp3qvnb1	PRAMIPEXOLE	30869	3400894145592	pramipexole sandoz lp 0,52 mg, comprime a liberation prolongee
CIS61623204	PRAMIPEXOLE SANDOZ LP 1,05 mg, comprimé à libération prolongé	http://www.romedi.fr/romedi/BN49t7pr0ah4stbrjlh4vdtu8plp3qvnb1	PRAMIPEXOLE	30870	3400894145653	pramipexole sandoz lp 1,05 mg, comprime a liberation prolonge
CIS62286576	OPRYMEA 0,52 mg, comprimé à libération prolongée	http://www.romedi.fr/romedi/BNecnrndkpu0v4euj0hu5vhrlpjuqi3ba8	OPRYMEA	27882	3400893985304	oprymea 0,52 mg, comprime a liberation prolongee
CIS66881233	SIFROL 0,7 mg, comprimé	http://www.romedi.fr/romedi/BN0ppbfk2f7huvsfajp05pngvrlvloso0s	SIFROL	15174	3400892595962	sifrol 0,7 mg, comprime
CIS69016117	SIFROL 0,18 mg, comprimé	http://www.romedi.fr/romedi/BN0ppbfk2f7huvsfajp05pngvrlvloso0s	SIFROL	15173	3400892595672	sifrol 0,18 mg, comprime
CIS64264685	PRAMIPEXOLE MYLAN 0,7 mg, comprimé	http://www.romedi.fr/romedi/BN49t7pr0ah4stbrjlh4vdtu8plp3qvnb1	PRAMIPEXOLE	25509	3400893631294	pramipexole mylan 0,7 mg, comprime
CIS64689437	PRAMIPEXOLE BIOGARAN 0,70 mg, comprimé	http://www.romedi.fr/romedi/BN49t7pr0ah4stbrjlh4vdtu8plp3qvnb1	PRAMIPEXOLE	25396	3400893580165	pramipexole biogaran 0,70 mg, comprime
CIS67527910	SIFROL 0,26 mg, comprimé à libération prolongée	http://www.romedi.fr/romedi/BN0ppbfk2f7huvsfajp05pngvrlvloso0s	SIFROL	22194	3400893460139	sifrol 0,26 mg, comprime a liberation prolongee
CIS67432729	SIFROL 0,52 mg, comprimé à libération prolongée	http://www.romedi.fr/romedi/BN0ppbfk2f7huvsfajp05pngvrlvloso0s	SIFROL	22192	3400893460368	sifrol 0,52 mg, comprime a liberation prolongee
CIS65547280	PRAMIPEXOLE MYLAN 0,18 mg, comprimé	http://www.romedi.fr/romedi/BN49t7pr0ah4stbrjlh4vdtu8plp3qvnb1	PRAMIPEXOLE	25508	3400893631126	pramipexole mylan 0,18 mg, comprime
CIS69922895	SIFROL 2,1 mg, comprimé à libération prolongée	http://www.romedi.fr/romedi/BN0ppbfk2f7huvsfajp05pngvrlvloso0s	SIFROL	22193	3400893460597	sifrol 2,1 mg, comprime a liberation prolongee
CIS67319215	OPRYMEA 2,1 mg, comprimé à libération prolongée	http://www.romedi.fr/romedi/BNecnrndkpu0v4euj0hu5vhrlpjuqi3ba8	OPRYMEA	27884	3400893985533	oprymea 2,1 mg, comprime a liberation prolongee
CIS68994742	OPRYMEA 1,05 mg, comprimé à libération prolongée	http://www.romedi.fr/romedi/BNecnrndkpu0v4euj0hu5vhrlpjuqi3ba8	OPRYMEA	27883	3400893985472	oprymea 1,05 mg, comprime a liberation prolongee
CIS60958897	SEROPLEX 5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNj58jf8aqth9bis3rfloeqf278re9l3u7	SEROPLEX	21079	3400892730240	seroplex 5 mg, comprime pellicule
CIS60474889	SEROPLEX 15 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNj58jf8aqth9bis3rfloeqf278re9l3u7	SEROPLEX	23910	3400893214381	seroplex 15 mg, comprime pellicule secable
CIS62111790	SEROPLEX 20 mg/ml, solution buvable en gouttes	http://www.romedi.fr/romedi/BNj58jf8aqth9bis3rfloeqf278re9l3u7	SEROPLEX	22442	3400893387467	seroplex 20 mg/ml, solution buvable en gouttes
CIS60139563	ESCITALOPRAM ZENTIVA 5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	31023	3400894201816	escitalopram zentiva 5 mg, comprime pellicule
CIS60197011	ESCITALOPRAM ALMUS 15 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	28554	3400894024446	escitalopram almus 15 mg, comprime pellicule secable
CIS61025324	ESCITALOPRAM BIPHAR 10 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	28183	3400894012320	escitalopram biphar 10 mg, comprime pellicule secable
CIS61081853	ESCITALOPRAM MYLAN GENERIQUES 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	28088	3400894004974	escitalopram mylan generiques 20 mg, comprime pellicule secable
CIS61226754	ESCITALOPRAM TEVA 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	28135	3400894017981	escitalopram teva 20 mg, comprime pellicule secable
CIS61285133	ESCITALOPRAM ZENTIVA LAB 20 mg/ml, solution buvable en gouttes	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	28095	3400894018414	escitalopram zentiva lab 20 mg/ml, solution buvable en gouttes
CIS61385475	ESCITALOPRAM ALMUS 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	28560	3400894024507	escitalopram almus 20 mg, comprime pellicule secable
CIS61785131	ESCITALOPRAM ARROW 10 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	28122	3400894003106	escitalopram arrow 10 mg, comprime pellicule secable
CIS62308720	ESCITALOPRAM CRISTERS 10 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	29894	3400894014102	escitalopram cristers 10 mg, comprime pellicule secable
CIS62567712	ESCITALOPRAM TEVA 15 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	28133	3400894017813	escitalopram teva 15 mg, comprime pellicule
CIS62620809	ESCITALOPRAM ARROW 15 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	28125	3400894003274	escitalopram arrow 15 mg, comprime pellicule secable
CIS63112596	ESCITALOPRAM BIPHAR 15 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	28184	3400894012498	escitalopram biphar 15 mg, comprime pellicule secable
CIS61214570	ESCITALOPRAM RANBAXY 5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	28128	3400894015451	escitalopram ranbaxy 5 mg, comprime pellicule
CIS62527664	ESCITALOPRAM ALMUS 5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	28555	3400894024675	escitalopram almus 5 mg, comprime pellicule
CIS63864766	ESCITALOPRAM BIOGARAN 15 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	28082	3400893995587	escitalopram biogaran 15 mg, comprime pellicule secable
CIS63874803	ESCITALOPRAM SANDOZ 15 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	28085	3400893895771	escitalopram sandoz 15 mg, comprime pellicule secable
CIS64174800	ESCITALOPRAM EVOLUGEN 15 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	28108	3400893989494	escitalopram evolugen 15 mg, comprime pellicule secable
CIS63307653	ESCITALOPRAM MYLAN 15 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	32077	3400894300090	escitalopram mylan 15 mg, comprime pellicule secable
CIS67219535	SEROPLEX 10 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNj58jf8aqth9bis3rfloeqf278re9l3u7	SEROPLEX	13977	3400892408460	seroplex 10 mg, comprime pellicule secable
CIS65503782	SEROPLEX 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNj58jf8aqth9bis3rfloeqf278re9l3u7	SEROPLEX	15122	3400892730189	seroplex 20 mg, comprime pellicule secable
CIS64780520	ESCITALOPRAM EG 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	28087	3400894008996	escitalopram eg 20 mg, comprime pellicule secable
CIS65043177	ESCITALOPRAM TEVA 10 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	28131	3400894017752	escitalopram teva 10 mg, comprime pellicule secable
CIS65502004	ESCITALOPRAM BIOGARAN 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	28086	3400893995648	escitalopram biogaran 20 mg, comprime pellicule secable
CIS65642223	ESCITALOPRAM RANBAXY 15 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	28126	3400894015222	escitalopram ranbaxy 15 mg, comprime pellicule secable
CIS65988086	ESCITALOPRAM ALMUS 10 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	28545	3400894024385	escitalopram almus 10 mg, comprime pellicule secable
CIS66035913	ESCITALOPRAM MYLAN GENERIQUES 15 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	28084	3400894004806	escitalopram mylan generiques 15 mg, comprime pellicule secable
CIS66157988	ESCITALOPRAM EG 10 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	28079	3400894008767	escitalopram eg 10 mg, comprime pellicule secable
CIS66292690	ESCITALOPRAM ZENTIVA LAB 15 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	28093	3400894018292	escitalopram zentiva lab 15 mg, comprime pellicule secable
CIS66409371	ESCITALOPRAM SANDOZ 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	28089	3400893895832	escitalopram sandoz 20 mg, comprime pellicule secable
CIS66902841	ESCITALOPRAM EG 15 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	28083	3400894008828	escitalopram eg 15 mg, comprime pellicule
CIS66920120	ESCITALOPRAM ARROW 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	28127	3400894003335	escitalopram arrow 20 mg, comprime pellicule secable
CIS67600995	ESCITALOPRAM ZENTIVA LAB 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	28094	3400894018353	escitalopram zentiva lab 20 mg, comprime pellicule secable
CIS67720286	ESCITALOPRAM EVOLUGEN 10 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	28107	3400893989326	escitalopram evolugen 10 mg, comprime pellicule secable
CIS68017682	ESCITALOPRAM ZENTIVA LAB 10 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	28091	3400894018124	escitalopram zentiva lab 10 mg, comprime pellicule secable
CIS68176955	ESCITALOPRAM ZENTIVA LAB 5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	28092	3400894018582	escitalopram zentiva lab 5 mg, comprime pellicule
CIS68429942	ESCITALOPRAM EG 5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	28076	3400894009078	escitalopram eg 5 mg, comprime pellicule
CIS66170487	ESCITALOPRAM KRKA 10 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	28241	3400894014621	escitalopram krka 10 mg, comprime pellicule secable
CIS68396830	ESCITALOPRAM KRKA 15 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	28242	3400894014799	escitalopram krka 15 mg, comprime pellicule
CIS68770687	ESCITALOPRAM BIOGARAN 10 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	28078	3400893995419	escitalopram biogaran 10 mg, comprime pellicule secable
CIS69307585	ESCITALOPRAM SANDOZ 10 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	28081	3400893895603	escitalopram sandoz 10 mg, comprime pellicule secable
CIS69414103	ESCITALOPRAM TEVA 5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	28129	3400894018063	escitalopram teva 5 mg, comprime pellicule
CIS69633093	ESCITALOPRAM ARROW 5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	28123	3400894003564	escitalopram arrow 5 mg, comprime pellicule
CIS69911774	ESCITALOPRAM CRISTERS 15 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	29895	3400894014270	escitalopram cristers 15 mg, comprime pellicule secable
CIS65102444	SEROPLEX 10 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNj58jf8aqth9bis3rfloeqf278re9l3u7	SEROPLEX	30919	3400894214182	seroplex 10 mg, comprime pellicule secable
CIS66257579	SEROPLEX 10 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNj58jf8aqth9bis3rfloeqf278re9l3u7	SEROPLEX	32828	3400894352488	seroplex 10 mg, comprime pellicule secable
CIS64344697	ESCITALOPRAM ZENTIVA 10 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	31065	3400894201526	escitalopram zentiva 10 mg, comprime pellicule secable
CIS67576423	ESCITALOPRAM ZENTIVA 15 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNrth34o4uohkjffrahl2pepb44lkgp5ui	ESCITALOPRAM	31066	3400894201694	escitalopram zentiva 15 mg, comprime pellicule
CIS68311602	SEROPLEX 10 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNj58jf8aqth9bis3rfloeqf278re9l3u7	SEROPLEX	30683	3400894165705	seroplex 10 mg, comprime pellicule secable
CIS62124478	TERALITHE 250 mg, comprimé sécable	http://www.romedi.fr/romedi/BN3f7u6aega563lkqvs4jk0ru8jsuprfs9	TERALITHE	6488	3400890911221	teralithe 250 mg, comprime secable
CIS63672890	LITHIUM OLIGOSOL, solution buvable en ampoule ou en récipient unidose	http://www.romedi.fr/romedi/BNmnjsshtre6bj23jruc1o5k01g48ioono	LITHIUM OLIGOSOL	2829	3400890648752	lithium oligosol, solution buvable en ampoule ou en recipient unidose
CIS67292476	TERALITHE LP 400 mg, comprimé sécable à libération prolongée	http://www.romedi.fr/romedi/BN3f7u6aega563lkqvs4jk0ru8jsuprfs9	TERALITHE	8612	3400891693157	teralithe lp 400 mg, comprime secable a liberation prolongee
CIS64598133	LITHIODERM 8 %, gel	http://www.romedi.fr/romedi/BNrfq6799cmm7insecm6egkd4d3qlt100v	LITHIODERM	14397	3400892514888	lithioderm 8 %, gel
CIS60891060	TETRALYSAL 300 mg, gélule	http://www.romedi.fr/romedi/BN4v02sb3q79e3beer42tn24upa6l9c0ab	TETRALYSAL	22484	3400893320112	tetralysal 300 mg, gelule
CIS63941426	PYLERA 140 mg/125 mg/125 mg, gélule	http://www.romedi.fr/romedi/BNb1df3t9drpa7hemlvpqdkaueal8fctr7	PYLERA	26981	3400893605103	pylera 140 mg/125 mg/125 mg, gelule
CIS67351818	LYMECYCLINE ARROW 408 mg (équivalent à 300 mg de tétracycline base), gélule	http://www.romedi.fr/romedi/BN19rr2mmhh3601sjsomfc07tmbk9d27bk	LYMECYCLINE	30508	3400894094463	lymecycline arrow 408 mg (equivalent a 300 mg de tetracycline base), gelule
CIS60059081	RITALINE 10 mg, comprimé sécable	http://www.romedi.fr/romedi/BNd5jinh1btv6f848fqpqrfi1856djs9kv	RITALINE	6726	3400891669435	ritaline 10 mg, comprime secable
CIS60047182	CONCERTA LP 54 mg, comprimé à libération prolongée	http://www.romedi.fr/romedi/BNdqc2bp4slhbv69oq6f2b7v6pah4rh23g	CONCERTA	22796	3400892566757	concerta lp 54 mg, comprime a liberation prolongee
CIS60756917	CONCERTA LP 18 mg, comprimé à libération prolongée	http://www.romedi.fr/romedi/BNdqc2bp4slhbv69oq6f2b7v6pah4rh23g	CONCERTA	14595	3400892566528	concerta lp 18 mg, comprime a liberation prolongee
CIS63930084	CONCERTA LP 36 mg, comprimé à libération prolongée	http://www.romedi.fr/romedi/BNdqc2bp4slhbv69oq6f2b7v6pah4rh23g	CONCERTA	14594	3400892566696	concerta lp 36 mg, comprime a liberation prolongee
CIS61145640	MEDIKINET 5 mg, gélule à libération modifiée	http://www.romedi.fr/romedi/BN4mkkdv0f44i8ujja7lqd9v29kfsa059n	MEDIKINET	28627	3400893985182	medikinet 5 mg, gelule a liberation modifiee
CIS61810983	RITALINE LP 10 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/BNd5jinh1btv6f848fqpqrfi1856djs9kv	RITALINE	27056	3400893838761	ritaline lp 10 mg, gelule a liberation prolongee
CIS63000533	MEDIKINET 10 mg, gélule à libération modifiée	http://www.romedi.fr/romedi/BN4mkkdv0f44i8ujja7lqd9v29kfsa059n	MEDIKINET	28651	3400893984703	medikinet 10 mg, gelule a liberation modifiee
CIS63657828	MEDIKINET 20 mg, gélule à libération modifiée	http://www.romedi.fr/romedi/BN4mkkdv0f44i8ujja7lqd9v29kfsa059n	MEDIKINET	28624	3400893984871	medikinet 20 mg, gelule a liberation modifiee
CIS63814140	QUASYM L.P. 30 mg, gélule à libération modifiée	http://www.romedi.fr/romedi/BNpqd96qoau6l7hbomsk94212imrv3e2fj	QUASYM	25455	3400893508657	quasym l.p. 30 mg, gelule a liberation modifiee
CIS64211191	MEDIKINET 40 mg, gélule à libération modifiée	http://www.romedi.fr/romedi/BN4mkkdv0f44i8ujja7lqd9v29kfsa059n	MEDIKINET	28626	3400893985014	medikinet 40 mg, gelule a liberation modifiee
CIS64348400	RITALINE L.P. 20 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/BNd5jinh1btv6f848fqpqrfi1856djs9kv	RITALINE	14569	3400892583037	ritaline l.p. 20 mg, gelule a liberation prolongee
CIS68808796	RITALINE L.P. 30 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/BNd5jinh1btv6f848fqpqrfi1856djs9kv	RITALINE	14590	3400892583266	ritaline l.p. 30 mg, gelule a liberation prolongee
CIS69348361	RITALINE L.P. 40 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/BNd5jinh1btv6f848fqpqrfi1856djs9kv	RITALINE	14570	3400892583327	ritaline l.p. 40 mg, gelule a liberation prolongee
CIS64588580	QUASYM L.P. 10 mg, gélule à libération modifiée	http://www.romedi.fr/romedi/BNpqd96qoau6l7hbomsk94212imrv3e2fj	QUASYM	25453	3400893508428	quasym l.p. 10 mg, gelule a liberation modifiee
CIS68496649	QUASYM L.P. 20 mg, gélule à libération modifiée	http://www.romedi.fr/romedi/BNpqd96qoau6l7hbomsk94212imrv3e2fj	QUASYM	25454	3400893508596	quasym l.p. 20 mg, gelule a liberation modifiee
CIS66592983	MEDIKINET 30 mg, gélule à libération modifiée	http://www.romedi.fr/romedi/BN4mkkdv0f44i8ujja7lqd9v29kfsa059n	MEDIKINET	28625	3400893984932	medikinet 30 mg, gelule a liberation modifiee
CIS67844330	METHYLPHENIDATE MYLAN PHARMA LP 54 mg, comprimé à libération prolongée	http://www.romedi.fr/romedi/BNgdepvpps3r2tl853htiq70i2jnjf2f4s	METHYLPHENIDATE	32304	3400894378273	methylphenidate mylan pharma lp 54 mg, comprime a liberation prolongee
CIS68296221	METHYLPHENIDATE MYLAN PHARMA LP 18 mg, comprimé à libération prolongée	http://www.romedi.fr/romedi/BNgdepvpps3r2tl853htiq70i2jnjf2f4s	METHYLPHENIDATE	32302	3400894378044	methylphenidate mylan pharma lp 18 mg, comprime a liberation prolongee
CIS69379595	METHYLPHENIDATE MYLAN PHARMA LP 36 mg, comprimé à libération prolongée	http://www.romedi.fr/romedi/BNgdepvpps3r2tl853htiq70i2jnjf2f4s	METHYLPHENIDATE	32303	3400894378105	methylphenidate mylan pharma lp 36 mg, comprime a liberation prolongee
CIS61885224	PROZAC 20 mg, gélule	http://www.romedi.fr/romedi/BNeung8fp83c19v7uevhkvd97e89f8gqa6	PROZAC	2225	3400891376869	prozac 20 mg, gelule
CIS61956187	PROZAC 20 mg/5 ml, solution buvable en flacon	http://www.romedi.fr/romedi/BNeung8fp83c19v7uevhkvd97e89f8gqa6	PROZAC	8164	3400891623710	prozac 20 mg/5 ml, solution buvable en flacon
CIS60935279	PROZAC 20 mg, comprimé dispersible sécable	http://www.romedi.fr/romedi/BNeung8fp83c19v7uevhkvd97e89f8gqa6	PROZAC	12861	3400892219783	prozac 20 mg, comprime dispersible secable
CIS60681934	FLUOXETINE TEVA 20 mg, gélule	http://www.romedi.fr/romedi/BNj874cvp8ree1hf1tkdq6brg4520dvio4	FLUOXETINE	14662	3400892450513	fluoxetine teva 20 mg, gelule
CIS63157794	FLUOXETINE RATIOPHARM 20 mg, gélule	http://www.romedi.fr/romedi/BNj874cvp8ree1hf1tkdq6brg4520dvio4	FLUOXETINE	13858	3400892228310	fluoxetine ratiopharm 20 mg, gelule
CIS63517071	FLUOXETINE BIOGARAN 20 mg, gélule	http://www.romedi.fr/romedi/BNj874cvp8ree1hf1tkdq6brg4520dvio4	FLUOXETINE	13794	3400892270531	fluoxetine biogaran 20 mg, gelule
CIS60338857	FLUOXETINE BIOGARAN 20 mg, comprimé dispersible sécable	http://www.romedi.fr/romedi/BNj874cvp8ree1hf1tkdq6brg4520dvio4	FLUOXETINE	23766	3400893117828	fluoxetine biogaran 20 mg, comprime dispersible secable
CIS63730233	FLUOXETINE ALMUS 20 mg, gélule	http://www.romedi.fr/romedi/BNj874cvp8ree1hf1tkdq6brg4520dvio4	FLUOXETINE	22929	3400892774183	fluoxetine almus 20 mg, gelule
CIS63974383	FLUOXETINE ACTAVIS 20 mg, gélule	http://www.romedi.fr/romedi/BNj874cvp8ree1hf1tkdq6brg4520dvio4	FLUOXETINE	23323	3400892951492	fluoxetine actavis 20 mg, gelule
CIS63686057	FLUOXETINE ACCORD 20 mg, gélule	http://www.romedi.fr/romedi/BNj874cvp8ree1hf1tkdq6brg4520dvio4	FLUOXETINE	25691	3400893612026	fluoxetine accord 20 mg, gelule
CIS65857496	FLUOXETINE ARROW 20 mg, gélule	http://www.romedi.fr/romedi/BNj874cvp8ree1hf1tkdq6brg4520dvio4	FLUOXETINE	14009	3400892406398	fluoxetine arrow 20 mg, gelule
CIS66645368	FLUOXETINE MYLAN 20 mg, gélule	http://www.romedi.fr/romedi/BNj874cvp8ree1hf1tkdq6brg4520dvio4	FLUOXETINE	22636	3400892334158	fluoxetine mylan 20 mg, gelule
CIS66683810	FLUOXETINE CRISTERS 20 mg, gélule	http://www.romedi.fr/romedi/BNj874cvp8ree1hf1tkdq6brg4520dvio4	FLUOXETINE	28974	3400892575223	fluoxetine cristers 20 mg, gelule
CIS65613353	FLUOXETINE ARROW 20 mg/5 ml, solution buvable	http://www.romedi.fr/romedi/BNj874cvp8ree1hf1tkdq6brg4520dvio4	FLUOXETINE	16274	3400892381572	fluoxetine arrow 20 mg/5 ml, solution buvable
CIS68417826	FLUOXETINE EG 20 mg, gélule	http://www.romedi.fr/romedi/BNj874cvp8ree1hf1tkdq6brg4520dvio4	FLUOXETINE	22664	3400892369808	fluoxetine eg 20 mg, gelule
CIS65436675	FLUOXETINE TEVA SANTE 20 mg, comprimé dispersible sécable	http://www.romedi.fr/romedi/BNj874cvp8ree1hf1tkdq6brg4520dvio4	FLUOXETINE	15027	3400892708188	fluoxetine teva sante 20 mg, comprime dispersible secable
CIS66221750	FLUOXETINE ARROW 20 mg, comprimé dispersible sécable	http://www.romedi.fr/romedi/BNj874cvp8ree1hf1tkdq6brg4520dvio4	FLUOXETINE	23595	3400893048948	fluoxetine arrow 20 mg, comprime dispersible secable
