diseaseUri	CIS	CISLabel	CISLabel_processed
Q19597369	CIS67699080	LEVOFLOXACINE ARROW LAB 500 mg, comprimé pelliculé sécable	levofloxacine arrow lab 500 mg, comprime pellicule secable
Q19597369	CIS68932922	LEVOFLOXACINE KRKA 500 mg, comprimé pelliculé sécable	levofloxacine krka 500 mg, comprime pellicule secable
Q19597369	CIS69602023	LEVOFLOXACINE ACCORD HEALTHCARE 500 mg, comprimé pelliculé sécable	levofloxacine accord healthcare 500 mg, comprime pellicule secable
Q19597369	CIS62419261	IZILOX 400 mg/250 ml, solution pour perfusion	izilox 400 mg/250 ml, solution pour perfusion
Q19597369	CIS69531658	IZILOX 400 mg, comprimé pelliculé	izilox 400 mg, comprime pellicule
Q19597369	CIS66477066	MOXIFLOXACINE KRKA 400 mg, comprimé pelliculé	moxifloxacine krka 400 mg, comprime pellicule
Q19597369	CIS65521531	MOXIFLOXACINE ARROW 400 mg, comprimé pelliculé	moxifloxacine arrow 400 mg, comprime pellicule
Q16935263	CIS61710919	FORTUM 500 mg ENFANTS ET NOURRISSONS, poudre pour solution injectable (IM, IV)	fortum 500 mg enfants et nourrissons, poudre pour solution injectable (im, iv)
Q16935263	CIS62481430	FORTUM 1 g, poudre pour solution injectable (IM, IV)	fortum 1 g, poudre pour solution injectable (im, iv)
Q16935263	CIS62314627	FORTUMSET 1 g, poudre pour solution pour perfusion (IV)	fortumset 1 g, poudre pour solution pour perfusion (iv)
Q16935263	CIS63387731	FORTUMSET 2 g, poudre pour solution pour perfusion (IV)	fortumset 2 g, poudre pour solution pour perfusion (iv)
Q16935263	CIS60360608	CEFTAZIDIME ARROW 2 g, poudre pour solution injectable (IV)	ceftazidime arrow 2 g, poudre pour solution injectable (iv)
Q16935263	CIS61039384	CEFTAZIDIME MYLAN 1 g, poudre pour solution injectable (IM-IV)	ceftazidime mylan 1 g, poudre pour solution injectable (im-iv)
Q16935263	CIS62412936	CEFTAZIDIME MYLAN 2 g, poudre pour solution injectable (IV)	ceftazidime mylan 2 g, poudre pour solution injectable (iv)
Q16935263	CIS62900184	CEFTAZIDIME MYLAN ENFANTS ET NOURRISSONS 500 mg, poudre pour solution injectable (IM-IV)	ceftazidime mylan enfants et nourrissons 500 mg, poudre pour solution injectable (im-iv)
Q16935263	CIS60550493	CEFTAZIDIME PANPHARMA 2 g, poudre pour solution injectable	ceftazidime panpharma 2 g, poudre pour solution injectable
Q16935263	CIS63483217	CEFTAZIDIME PANPHARMA 1 g, poudre pour solution injectable	ceftazidime panpharma 1 g, poudre pour solution injectable
Q16935263	CIS69443806	FORTUM 2 g, poudre pour solution injectable (IV)	fortum 2 g, poudre pour solution injectable (iv)
Q16935263	CIS64318859	CEFTAZIDIME ARROW 1 g, poudre pour solution injectable (IM,IV)	ceftazidime arrow 1 g, poudre pour solution injectable (im,iv)
Q16935263	CIS66064046	CEFTAZIDIME MYLAN ENFANTS ET NOURRISSONS 250 mg, poudre pour solution injectable (IM-IV)	ceftazidime mylan enfants et nourrissons 250 mg, poudre pour solution injectable (im-iv)
Q16935263	CIS68250156	CEFTAZIDIME PANPHARMA ENFANTS ET NOURRISSONS 500 mg, poudre pour solution injectable	ceftazidime panpharma enfants et nourrissons 500 mg, poudre pour solution injectable
Q16935263	CIS68328338	CEFTAZIDIME PANPHARMA ENFANTS ET NOURRISSONS 250 mg, poudre pour solution injectable	ceftazidime panpharma enfants et nourrissons 250 mg, poudre pour solution injectable
Q18555301	CIS64228123	CIRKAN A LA PREDNACINOLONE, suppositoire	cirkan a la prednacinolone, suppositoire
Q19000444	CIS61885224	PROZAC 20 mg, gélule	prozac 20 mg, gelule
Q19000444	CIS61956187	PROZAC 20 mg/5 ml, solution buvable en flacon	prozac 20 mg/5 ml, solution buvable en flacon
Q19000444	CIS60935279	PROZAC 20 mg, comprimé dispersible sécable	prozac 20 mg, comprime dispersible secable
Q19000444	CIS60681934	FLUOXETINE TEVA 20 mg, gélule	fluoxetine teva 20 mg, gelule
Q19000444	CIS63157794	FLUOXETINE RATIOPHARM 20 mg, gélule	fluoxetine ratiopharm 20 mg, gelule
Q19000444	CIS63517071	FLUOXETINE BIOGARAN 20 mg, gélule	fluoxetine biogaran 20 mg, gelule
Q19000444	CIS60338857	FLUOXETINE BIOGARAN 20 mg, comprimé dispersible sécable	fluoxetine biogaran 20 mg, comprime dispersible secable
Q19000444	CIS63730233	FLUOXETINE ALMUS 20 mg, gélule	fluoxetine almus 20 mg, gelule
Q19000444	CIS63974383	FLUOXETINE ACTAVIS 20 mg, gélule	fluoxetine actavis 20 mg, gelule
Q19000444	CIS63686057	FLUOXETINE ACCORD 20 mg, gélule	fluoxetine accord 20 mg, gelule
Q19000444	CIS65857496	FLUOXETINE ARROW 20 mg, gélule	fluoxetine arrow 20 mg, gelule
Q19000444	CIS66645368	FLUOXETINE MYLAN 20 mg, gélule	fluoxetine mylan 20 mg, gelule
Q19000444	CIS66683810	FLUOXETINE CRISTERS 20 mg, gélule	fluoxetine cristers 20 mg, gelule
Q19000444	CIS65613353	FLUOXETINE ARROW 20 mg/5 ml, solution buvable	fluoxetine arrow 20 mg/5 ml, solution buvable
Q19000444	CIS68417826	FLUOXETINE EG 20 mg, gélule	fluoxetine eg 20 mg, gelule
Q19000444	CIS65436675	FLUOXETINE TEVA SANTE 20 mg, comprimé dispersible sécable	fluoxetine teva sante 20 mg, comprime dispersible secable
Q19000444	CIS66221750	FLUOXETINE ARROW 20 mg, comprimé dispersible sécable	fluoxetine arrow 20 mg, comprime dispersible secable
Q19000444	CIS69742178	FLUOXETINE MYLAN 20 mg, comprimé dispersible sécable	fluoxetine mylan 20 mg, comprime dispersible secable
Q19000444	CIS64462343	FLUOXETINE ALTER 20 mg, gélule	fluoxetine alter 20 mg, gelule
Q19000444	CIS66375339	FLUOXETINE EG 20 mg, comprimé dispersible sécable	fluoxetine eg 20 mg, comprime dispersible secable
Q19000444	CIS67178907	FLUOXETINE ACTAVIS 20 mg, comprimé dispersible sécable	fluoxetine actavis 20 mg, comprime dispersible secable
Q19000444	CIS67839212	FLUOXETINE CRISTERS 20 mg, comprimé dispersible sécable	fluoxetine cristers 20 mg, comprime dispersible secable
Q19597369	CIS60650789	VIBRAVEINEUSE, solution injectable pour voie IV et perfusion	vibraveineuse, solution injectable pour voie iv et perfusion
Q19597369	CIS63836158	TOLEXINE 50 mg, microgranules en comprimé	tolexine 50 mg, microgranules en comprime
Q19597369	CIS61722191	DOXY 100 mg, comprimé pelliculé	doxy 100 mg, comprime pellicule
Q19597369	CIS60349519	DOXYLIS 100 mg, comprimé sécable	doxylis 100 mg, comprime secable
Q19597369	CIS63307856	DOXYPALU 100 mg, comprimé	doxypalu 100 mg, comprime
Q19597369	CIS60982364	DOXYCYCLINE SANDOZ 100 mg, comprimé sécable	doxycycline sandoz 100 mg, comprime secable
Q19597369	CIS65333974	SPANOR 100 mg, comprimé pelliculé sécable	spanor 100 mg, comprime pellicule secable
Q19597369	CIS66077168	VIBRAMYCINE N 100 mg, comprimé sécable	vibramycine n 100 mg, comprime secable
Q19597369	CIS67061569	DOXY 50 mg, comprimé pelliculé	doxy 50 mg, comprime pellicule
Q19597369	CIS67939611	GRANUDOXY 100 mg, comprimé pelliculé sécable	granudoxy 100 mg, comprime pellicule secable
Q19597369	CIS68217804	TOLEXINE 100 mg, microgranules en comprimé	tolexine 100 mg, microgranules en comprime
Q19597369	CIS65203952	DOXYCYCLINE BIOGARAN 100 mg, comprimé pelliculé sécable	doxycycline biogaran 100 mg, comprime pellicule secable
Q19597369	CIS67164569	DOXYCYCLINE ARROW 100 mg, comprimé pelliculé	doxycycline arrow 100 mg, comprime pellicule
Q19597369	CIS68133466	DOXYCYCLINE MYLAN 100 mg, comprimé sécable	doxycycline mylan 100 mg, comprime secable
Q19597369	CIS67900882	DOXYCYCLINE TEVA 100 mg, comprimé sécable	doxycycline teva 100 mg, comprime secable
Q19597369	CIS61926913	ALFATIL 250 mg/5 ml, poudre pour suspension buvable	alfatil 250 mg/5 ml, poudre pour suspension buvable
Q19597369	CIS62676633	ALFATIL 125 mg/5 ml, poudre pour suspension buvable	alfatil 125 mg/5 ml, poudre pour suspension buvable
Q19597369	CIS69706972	ALFATIL 250 mg, gélule	alfatil 250 mg, gelule
Q19597369	CIS66470506	ALFATIL LP 500 mg, comprimé pelliculé à libération prolongée	alfatil lp 500 mg, comprime pellicule a liberation prolongee
Q19597369	CIS61296051	GENTALLINE 80 mg, solution injectable	gentalline 80 mg, solution injectable
Q19597369	CIS63102029	GENTALLINE, collyre	gentalline, collyre
Q19597369	CIS63720680	GENTAMICINE PANPHARMA 40 mg, solution injectable	gentamicine panpharma 40 mg, solution injectable
Q19597369	CIS67796693	GENTAMICINE PANPHARMA 80 mg, solution injectable	gentamicine panpharma 80 mg, solution injectable
Q19597369	CIS64477733	GENTAMICINE PANPHARMA 10 mg, solution injectable	gentamicine panpharma 10 mg, solution injectable
Q19597369	CIS68868512	GENTAMICINE PANPHARMA 160 mg, solution injectable	gentamicine panpharma 160 mg, solution injectable
Q19597369	CIS69668450	INDOBIOTIC, collyre en solution en récipient unidose	indobiotic, collyre en solution en recipient unidose
Q19597369	CIS65689080	GENTAMICINE B. BRAUN 1 mg/ml, solution pour perfusion	gentamicine b. braun 1 mg/ml, solution pour perfusion
Q19597369	CIS67098464	GENTAMICINE B. BRAUN 3 mg/ml, solution pour perfusion	gentamicine b. braun 3 mg/ml, solution pour perfusion
Q18975855	CIS60914573	TEMODAL 20 mg, gélule	temodal 20 mg, gelule
Q18975855	CIS61030104	TEMODAL 5 mg, gélule	temodal 5 mg, gelule
Q18975855	CIS62188712	TEMODAL 100 mg, gélule	temodal 100 mg, gelule
Q18975855	CIS61864867	TEMOZOLOMIDE TEVA 250 mg, gélule	temozolomide teva 250 mg, gelule
Q18975855	CIS61710965	TEMODAL 2,5 mg/ml, poudre pour solution pour perfusion	temodal 2,5 mg/ml, poudre pour solution pour perfusion
Q18975855	CIS62665366	TEMOZOLOMIDE TEVA 20 mg, gélule	temozolomide teva 20 mg, gelule
Q18975855	CIS62930074	TEMOZOLOMIDE TEVA 100 mg, gélule	temozolomide teva 100 mg, gelule
Q18975855	CIS60858338	TEMOZOLOMIDE SUN 250 mg, gélule	temozolomide sun 250 mg, gelule
Q18975855	CIS60862607	TEMOZOLOMIDE SUN 140 mg, gélule	temozolomide sun 140 mg, gelule
Q18975855	CIS62730650	TEMOZOLOMIDE MYLAN 180 mg, gélule	temozolomide mylan 180 mg, gelule
Q18975855	CIS63337988	TEMOZOLOMIDE SUN 100 mg, gélule	temozolomide sun 100 mg, gelule
Q18975855	CIS66254857	TEMODAL 250 mg, gélule	temodal 250 mg, gelule
Q18975855	CIS64990230	TEMOZOLOMIDE MYLAN 20 mg, gélule	temozolomide mylan 20 mg, gelule
Q18975855	CIS65304442	TEMOZOLOMIDE TEVA 5 mg, gélule	temozolomide teva 5 mg, gelule
Q18975855	CIS66186993	TEMOZOLOMIDE MYLAN 140 mg, gélule	temozolomide mylan 140 mg, gelule
Q18975855	CIS66612044	TEMOZOLOMIDE TEVA 180 mg, gélule	temozolomide teva 180 mg, gelule
Q18975855	CIS66746278	TEMOZOLOMIDE MYLAN 100 mg, gélule	temozolomide mylan 100 mg, gelule
Q18975855	CIS67082976	TEMOZOLOMIDE TEVA 140 mg, gélule	temozolomide teva 140 mg, gelule
Q18975855	CIS67246258	TEMOZOLOMIDE MYLAN 5 mg, gélule	temozolomide mylan 5 mg, gelule
Q18975855	CIS67632968	TEMOZOLOMIDE MYLAN 250 mg, gélule	temozolomide mylan 250 mg, gelule
Q18975855	CIS68196114	TEMODAL 140 mg, gélule	temodal 140 mg, gelule
Q18975855	CIS68740943	TEMODAL 180 mg, gélule	temodal 180 mg, gelule
Q18975855	CIS65421470	TEMOZOLOMIDE SUN 5 mg, gélule	temozolomide sun 5 mg, gelule
Q18975855	CIS67597823	TEMOZOLOMIDE SUN 20 mg, gélule	temozolomide sun 20 mg, gelule
Q18975855	CIS69020770	TEMOZOLOMIDE SUN 180 mg, gélule	temozolomide sun 180 mg, gelule
Q19597369	CIS61710919	FORTUM 500 mg ENFANTS ET NOURRISSONS, poudre pour solution injectable (IM, IV)	fortum 500 mg enfants et nourrissons, poudre pour solution injectable (im, iv)
Q19597369	CIS62481430	FORTUM 1 g, poudre pour solution injectable (IM, IV)	fortum 1 g, poudre pour solution injectable (im, iv)
Q19597369	CIS62314627	FORTUMSET 1 g, poudre pour solution pour perfusion (IV)	fortumset 1 g, poudre pour solution pour perfusion (iv)
Q19597369	CIS63387731	FORTUMSET 2 g, poudre pour solution pour perfusion (IV)	fortumset 2 g, poudre pour solution pour perfusion (iv)
Q19597369	CIS60360608	CEFTAZIDIME ARROW 2 g, poudre pour solution injectable (IV)	ceftazidime arrow 2 g, poudre pour solution injectable (iv)
Q19597369	CIS61039384	CEFTAZIDIME MYLAN 1 g, poudre pour solution injectable (IM-IV)	ceftazidime mylan 1 g, poudre pour solution injectable (im-iv)
Q19597369	CIS62412936	CEFTAZIDIME MYLAN 2 g, poudre pour solution injectable (IV)	ceftazidime mylan 2 g, poudre pour solution injectable (iv)
Q19597369	CIS62900184	CEFTAZIDIME MYLAN ENFANTS ET NOURRISSONS 500 mg, poudre pour solution injectable (IM-IV)	ceftazidime mylan enfants et nourrissons 500 mg, poudre pour solution injectable (im-iv)
Q19597369	CIS60550493	CEFTAZIDIME PANPHARMA 2 g, poudre pour solution injectable	ceftazidime panpharma 2 g, poudre pour solution injectable
Q19597369	CIS63483217	CEFTAZIDIME PANPHARMA 1 g, poudre pour solution injectable	ceftazidime panpharma 1 g, poudre pour solution injectable
Q19597369	CIS69443806	FORTUM 2 g, poudre pour solution injectable (IV)	fortum 2 g, poudre pour solution injectable (iv)
Q19597369	CIS64318859	CEFTAZIDIME ARROW 1 g, poudre pour solution injectable (IM,IV)	ceftazidime arrow 1 g, poudre pour solution injectable (im,iv)
Q19597369	CIS66064046	CEFTAZIDIME MYLAN ENFANTS ET NOURRISSONS 250 mg, poudre pour solution injectable (IM-IV)	ceftazidime mylan enfants et nourrissons 250 mg, poudre pour solution injectable (im-iv)
Q19597369	CIS68250156	CEFTAZIDIME PANPHARMA ENFANTS ET NOURRISSONS 500 mg, poudre pour solution injectable	ceftazidime panpharma enfants et nourrissons 500 mg, poudre pour solution injectable
Q19597369	CIS68328338	CEFTAZIDIME PANPHARMA ENFANTS ET NOURRISSONS 250 mg, poudre pour solution injectable	ceftazidime panpharma enfants et nourrissons 250 mg, poudre pour solution injectable
Q19000444	CIS64556383	ZYBAN L.P. 150 mg, comprimé à libération prolongée	zyban l.p. 150 mg, comprime a liberation prolongee
Q19597369	CIS60929447	MYNOCINE 100 mg, gélule	mynocine 100 mg, gelule
Q19597369	CIS60454687	MINOCYCLINE EG 100 mg, gélule	minocycline eg 100 mg, gelule
Q19597369	CIS62338254	MINOCYCLINE BIOGARAN 100 mg, comprimé pelliculé sécable	minocycline biogaran 100 mg, comprime pellicule secable
Q19597369	CIS67662114	MESTACINE 100 mg, comprimé pelliculé sécable	mestacine 100 mg, comprime pellicule secable
Q19597369	CIS69484272	MINOCYCLINE MYLAN 100 mg, gélule	minocycline mylan 100 mg, gelule
Q19597369	CIS61242331	CEFAZOLINE MYLAN 1 g, poudre pour solution injectable (IM-IV)	cefazoline mylan 1 g, poudre pour solution injectable (im-iv)
Q19597369	CIS67089141	CEFAZOLINE PANPHARMA 2 g/10 ml, poudre et solution pour usage parentéral (IV)	cefazoline panpharma 2 g/10 ml, poudre et solution pour usage parenteral (iv)
Q19597369	CIS69258056	CEFAZOLINE PANPHARMA 1 g/5 ml, poudre et solution pour usage parentéral (IV)	cefazoline panpharma 1 g/5 ml, poudre et solution pour usage parenteral (iv)
Q19597369	CIS67948546	CEFAZOLINE MYLAN 2 g, poudre pour solution injectable (IM-IV)	cefazoline mylan 2 g, poudre pour solution injectable (im-iv)
Q19597369	CIS64121235	BACTRIM FORTE, comprimé	bactrim forte, comprime
Q19597369	CIS65181349	BACTRIM ADULTES, comprimé	bactrim adultes, comprime
Q19597369	CIS65880598	BACTRIM NOURRISSONS ET ENFANTS, suspension buvable	bactrim nourrissons et enfants, suspension buvable
Q19597369	CIS69233327	BACTRIM, solution injectable pour perfusion	bactrim, solution injectable pour perfusion
Q19597369	CIS67891013	COTRIMOXAZOLE TEVA 800 mg/160 mg, comprimé	cotrimoxazole teva 800 mg/160 mg, comprime
Q18553852	CIS63012197	IMBRUVICA 140 mg, gélule	imbruvica 140 mg, gelule
Q19000444	CIS63344192	SURMONTIL 25 mg, comprimé	surmontil 25 mg, comprime
Q19000444	CIS63905138	SURMONTIL 4 POUR CENT, solution buvable, flacon	surmontil 4 pour cent, solution buvable, flacon
Q19000444	CIS64868034	SURMONTIL 100 mg, comprimé pelliculé sécable	surmontil 100 mg, comprime pellicule secable
Q19597369	CIS62154101	ENOXOR 200 mg, comprimé pelliculé	enoxor 200 mg, comprime pellicule
Q19597369	CIS61392249	AMPICILLINE PANPHARMA 1 g, poudre et solution pour préparation injectable	ampicilline panpharma 1 g, poudre et solution pour preparation injectable
Q19597369	CIS69057530	UNACIM INJECTABLE 0,5 g/1 g, poudre pour usage parentéral	unacim injectable 0,5 g/1 g, poudre pour usage parenteral
Q19597369	CIS61621356	TOBREX 0,3 %, pommade ophtalmique	tobrex 0,3 %, pommade ophtalmique
Q19597369	CIS60565723	TOBI PODHALER 28 mg, poudre pour inhalation en gélule	tobi podhaler 28 mg, poudre pour inhalation en gelule
Q19597369	CIS65533512	NEBCINE 75 mg, solution injectable	nebcine 75 mg, solution injectable
Q19597369	CIS67923265	NEBCINE 25 mg, solution injectable	nebcine 25 mg, solution injectable
Q19597369	CIS66302120	TOBRADEX, collyre en suspension	tobradex, collyre en suspension
Q19597369	CIS67299307	TOBREX 0,3 %, collyre en solution	tobrex 0,3 %, collyre en solution
Q19597369	CIS65832685	TOBI 300 mg/5 ml, solution pour inhalation par nébuliseur	tobi 300 mg/5 ml, solution pour inhalation par nebuliseur
Q19597369	CIS68965192	TOBRAMYCINE MYLAN 75 mg/1,5 ml, solution injectable (IM-IV) en flacon	tobramycine mylan 75 mg/1,5 ml, solution injectable (im-iv) en flacon
Q19597369	CIS66613299	NEBCINE 100 mg, solution injectable	nebcine 100 mg, solution injectable
Q19597369	CIS69240211	TOBRABACT 0,3 %, collyre en solution	tobrabact 0,3 %, collyre en solution
Q19597369	CIS60945348	ORACEFAL 1 g, comprimé dispersible	oracefal 1 g, comprime dispersible
Q19597369	CIS63871440	ORACEFAL 500 mg, gélule	oracefal 500 mg, gelule
Q19597369	CIS61535074	CEFADROXIL MYLAN 1 g, comprimé pelliculé	cefadroxil mylan 1 g, comprime pellicule
Q19597369	CIS62069124	CEFADROXIL BIOGARAN 500 mg, gélule	cefadroxil biogaran 500 mg, gelule
Q19597369	CIS67793327	CEFADROXIL MYLAN 500 mg, gélule	cefadroxil mylan 500 mg, gelule
Q19597369	CIS65128250	CEFADROXIL MYLAN 500 mg/5 ml, poudre pour suspension buvable	cefadroxil mylan 500 mg/5 ml, poudre pour suspension buvable
Q19597369	CIS66752651	CEFADROXIL MYLAN 250 mg/5 ml, poudre pour suspension buvable	cefadroxil mylan 250 mg/5 ml, poudre pour suspension buvable
Q19597369	CIS67355243	CEFOXITINE PANPHARMA 2 g, poudre pour solution injectable (IV)	cefoxitine panpharma 2 g, poudre pour solution injectable (iv)
Q19597369	CIS69084488	CEFOXITINE PANPHARMA 1 g, poudre pour solution injectable (IV)	cefoxitine panpharma 1 g, poudre pour solution injectable (iv)
Q19000444	CIS61403425	EFFEXOR L.P. 75 mg, gélule à libération prolongée	effexor l.p. 75 mg, gelule a liberation prolongee
Q19000444	CIS60075192	VENLAFAXINE ARROW LP 37,5 mg, gélule à libération prolongée	venlafaxine arrow lp 37,5 mg, gelule a liberation prolongee
Q19000444	CIS61482903	VENLAFAXINE EG LP 37,5 mg, gélule à libération prolongée	venlafaxine eg lp 37,5 mg, gelule a liberation prolongee
Q19000444	CIS62538618	VENLAFAXINE ALMUS LP 37,5 mg, gélule à libération prolongée	venlafaxine almus lp 37,5 mg, gelule a liberation prolongee
Q19000444	CIS62632843	VENLAFAXINE ARROW LP 75 mg, gélule à libération prolongée	venlafaxine arrow lp 75 mg, gelule a liberation prolongee
Q19000444	CIS63507789	VENLAFAXINE ALTER LP 37,5 mg, gélule à libération prolongée	venlafaxine alter lp 37,5 mg, gelule a liberation prolongee
Q19000444	CIS61289886	VENLAFAXINE BIPHAR 75 mg, comprimé à libération prolongée	venlafaxine biphar 75 mg, comprime a liberation prolongee
Q19000444	CIS61422183	VENLAFAXINE BLUEFISH LP 75 mg, gélule à libération prolongée	venlafaxine bluefish lp 75 mg, gelule a liberation prolongee
Q19000444	CIS66430942	EFFEXOR L.P. 37,5 mg, gélule à libération prolongée	effexor l.p. 37,5 mg, gelule a liberation prolongee
Q19000444	CIS64393420	VENLAFAXINE SANDOZ LP 75 mg, gélule à libération prolongée	venlafaxine sandoz lp 75 mg, gelule a liberation prolongee
Q19000444	CIS65018658	VENLAFAXINE BIOGARAN LP 75 mg, gélule à libération prolongée	venlafaxine biogaran lp 75 mg, gelule a liberation prolongee
