CIS	CISLabel	drugClass	drugClassLabel	CISLabel_processed	drugClassLabel_processed
CIS62157019	BUCCOBET 0,1 mg, comprimé à sucer	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	buccobet 0,1 mg, comprime a sucer	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS63462194	BETAMETHASONE BIOGARAN 0,05 POUR CENT, solution buvable en gouttes	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	betamethasone biogaran 0,05 pour cent, solution buvable en gouttes	corticoides
CIS63743330	BETAMETHASONE BIOGARAN 2 mg, comprimé dispersible sécable	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	betamethasone biogaran 2 mg, comprime dispersible secable	corticoides
CIS63462194	BETAMETHASONE BIOGARAN 0,05 POUR CENT, solution buvable en gouttes	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	betamethasone biogaran 0,05 pour cent, solution buvable en gouttes	glucocorticoides (sauf hydrocortisone)
CIS63743330	BETAMETHASONE BIOGARAN 2 mg, comprimé dispersible sécable	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	betamethasone biogaran 2 mg, comprime dispersible secable	glucocorticoides (sauf hydrocortisone)
CIS63462194	BETAMETHASONE BIOGARAN 0,05 POUR CENT, solution buvable en gouttes	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	betamethasone biogaran 0,05 pour cent, solution buvable en gouttes	hypokaliemiants
CIS63743330	BETAMETHASONE BIOGARAN 2 mg, comprimé dispersible sécable	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	betamethasone biogaran 2 mg, comprime dispersible secable	hypokaliemiants
CIS63462194	BETAMETHASONE BIOGARAN 0,05 POUR CENT, solution buvable en gouttes	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	betamethasone biogaran 0,05 pour cent, solution buvable en gouttes	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS63743330	BETAMETHASONE BIOGARAN 2 mg, comprimé dispersible sécable	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	betamethasone biogaran 2 mg, comprime dispersible secable	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS63566111	BETAMETHASONE BIOGARAN 0,05 %, crème	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	betamethasone biogaran 0,05 %, creme	corticoides
CIS63566111	BETAMETHASONE BIOGARAN 0,05 %, crème	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	betamethasone biogaran 0,05 %, creme	glucocorticoides (sauf hydrocortisone)
CIS63566111	BETAMETHASONE BIOGARAN 0,05 %, crème	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	betamethasone biogaran 0,05 %, creme	hypokaliemiants
CIS63566111	BETAMETHASONE BIOGARAN 0,05 %, crème	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	betamethasone biogaran 0,05 %, creme	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS63038758	CALCIPOTRIOL/BETAMETHASONE SANDOZ 50 microgrammes/0,5 mg/g, pommade	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	calcipotriol/betamethasone sandoz 50 microgrammes/0,5 mg/g, pommade	corticoides
CIS63038758	CALCIPOTRIOL/BETAMETHASONE SANDOZ 50 microgrammes/0,5 mg/g, pommade	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	calcipotriol/betamethasone sandoz 50 microgrammes/0,5 mg/g, pommade	glucocorticoides (sauf hydrocortisone)
CIS63038758	CALCIPOTRIOL/BETAMETHASONE SANDOZ 50 microgrammes/0,5 mg/g, pommade	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	calcipotriol/betamethasone sandoz 50 microgrammes/0,5 mg/g, pommade	hypokaliemiants
CIS63038758	CALCIPOTRIOL/BETAMETHASONE SANDOZ 50 microgrammes/0,5 mg/g, pommade	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	calcipotriol/betamethasone sandoz 50 microgrammes/0,5 mg/g, pommade	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS66503657	CELESTENE 8 mg/2 ml, solution injectable	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	celestene 8 mg/2 ml, solution injectable	corticoides
CIS66503657	CELESTENE 8 mg/2 ml, solution injectable	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	celestene 8 mg/2 ml, solution injectable	glucocorticoides (sauf hydrocortisone)
CIS66503657	CELESTENE 8 mg/2 ml, solution injectable	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	celestene 8 mg/2 ml, solution injectable	hypokaliemiants
CIS66503657	CELESTENE 8 mg/2 ml, solution injectable	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	celestene 8 mg/2 ml, solution injectable	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS66132216	DIPROSONE 0,05 POUR CENT, pommade	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	diprosone 0,05 pour cent, pommade	corticoides
CIS66132216	DIPROSONE 0,05 POUR CENT, pommade	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	diprosone 0,05 pour cent, pommade	glucocorticoides (sauf hydrocortisone)
CIS66132216	DIPROSONE 0,05 POUR CENT, pommade	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	diprosone 0,05 pour cent, pommade	hypokaliemiants
CIS66132216	DIPROSONE 0,05 POUR CENT, pommade	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	diprosone 0,05 pour cent, pommade	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS64435022	DIPROSALIC, lotion	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	diprosalic, lotion	corticoides
CIS66707065	DIPROSALIC, pommade	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	diprosalic, pommade	corticoides
CIS64435022	DIPROSALIC, lotion	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	diprosalic, lotion	glucocorticoides (sauf hydrocortisone)
CIS66707065	DIPROSALIC, pommade	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	diprosalic, pommade	glucocorticoides (sauf hydrocortisone)
CIS64435022	DIPROSALIC, lotion	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	diprosalic, lotion	hypokaliemiants
CIS66707065	DIPROSALIC, pommade	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	diprosalic, pommade	hypokaliemiants
CIS64435022	DIPROSALIC, lotion	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	diprosalic, lotion	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS66707065	DIPROSALIC, pommade	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	diprosalic, pommade	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS67938491	BETNEVAL 0,1 POUR CENT, pommade	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	betneval 0,1 pour cent, pommade	corticoides
CIS67938491	BETNEVAL 0,1 POUR CENT, pommade	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	betneval 0,1 pour cent, pommade	glucocorticoides (sauf hydrocortisone)
CIS67938491	BETNEVAL 0,1 POUR CENT, pommade	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	betneval 0,1 pour cent, pommade	hypokaliemiants
CIS67938491	BETNEVAL 0,1 POUR CENT, pommade	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	betneval 0,1 pour cent, pommade	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS68056596	CELESTAMINE, comprimé	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	celestamine, comprime	corticoides
CIS68056596	CELESTAMINE, comprimé	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	celestamine, comprime	glucocorticoides (sauf hydrocortisone)
CIS68056596	CELESTAMINE, comprimé	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	celestamine, comprime	hypokaliemiants
CIS68056596	CELESTAMINE, comprimé	http://www.romedi.fr/romedi/DrugClass10110	médicaments atropiniques	celestamine, comprime	medicaments atropiniques
CIS68056596	CELESTAMINE, comprimé	http://www.romedi.fr/romedi/DrugClass10115	médicaments sédatifs	celestamine, comprime	medicaments sedatifs
CIS68056596	CELESTAMINE, comprimé	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	celestamine, comprime	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS68791304	CELESTENE CHRONODOSE 5,70 mg/ml, suspension injectable	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	celestene chronodose 5,70 mg/ml, suspension injectable	corticoides
CIS68791304	CELESTENE CHRONODOSE 5,70 mg/ml, suspension injectable	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	celestene chronodose 5,70 mg/ml, suspension injectable	glucocorticoides (sauf hydrocortisone)
CIS68791304	CELESTENE CHRONODOSE 5,70 mg/ml, suspension injectable	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	celestene chronodose 5,70 mg/ml, suspension injectable	hypokaliemiants
CIS68791304	CELESTENE CHRONODOSE 5,70 mg/ml, suspension injectable	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	celestene chronodose 5,70 mg/ml, suspension injectable	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS68163833	DIPROSTENE, suspension injectable en seringue pré-remplie	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	diprostene, suspension injectable en seringue pre-remplie	corticoides
CIS68163833	DIPROSTENE, suspension injectable en seringue pré-remplie	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	diprostene, suspension injectable en seringue pre-remplie	glucocorticoides (sauf hydrocortisone)
CIS68163833	DIPROSTENE, suspension injectable en seringue pré-remplie	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	diprostene, suspension injectable en seringue pre-remplie	hypokaliemiants
CIS68163833	DIPROSTENE, suspension injectable en seringue pré-remplie	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	diprostene, suspension injectable en seringue pre-remplie	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS69337589	DIPROLENE 0,05 POUR CENT, pommade	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	diprolene 0,05 pour cent, pommade	corticoides
CIS69337589	DIPROLENE 0,05 POUR CENT, pommade	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	diprolene 0,05 pour cent, pommade	glucocorticoides (sauf hydrocortisone)
CIS69337589	DIPROLENE 0,05 POUR CENT, pommade	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	diprolene 0,05 pour cent, pommade	hypokaliemiants
CIS69337589	DIPROLENE 0,05 POUR CENT, pommade	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	diprolene 0,05 pour cent, pommade	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS66171354	CELESTENE 2 mg, comprimé dispersible sécable	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	celestene 2 mg, comprime dispersible secable	corticoides
CIS66171354	CELESTENE 2 mg, comprimé dispersible sécable	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	celestene 2 mg, comprime dispersible secable	glucocorticoides (sauf hydrocortisone)
CIS66171354	CELESTENE 2 mg, comprimé dispersible sécable	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	celestene 2 mg, comprime dispersible secable	hypokaliemiants
CIS66171354	CELESTENE 2 mg, comprimé dispersible sécable	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	celestene 2 mg, comprime dispersible secable	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS69428640	DIPROLENE 0,05 POUR CENT, crème	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	diprolene 0,05 pour cent, creme	corticoides
CIS69428640	DIPROLENE 0,05 POUR CENT, crème	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	diprolene 0,05 pour cent, creme	glucocorticoides (sauf hydrocortisone)
CIS69428640	DIPROLENE 0,05 POUR CENT, crème	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	diprolene 0,05 pour cent, creme	hypokaliemiants
CIS69428640	DIPROLENE 0,05 POUR CENT, crème	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	diprolene 0,05 pour cent, creme	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS65726080	BETESIL 2,250 mg, emplâtre médicamenteux	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	betesil 2,250 mg, emplatre medicamenteux	corticoides
CIS65726080	BETESIL 2,250 mg, emplâtre médicamenteux	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	betesil 2,250 mg, emplatre medicamenteux	glucocorticoides (sauf hydrocortisone)
CIS65726080	BETESIL 2,250 mg, emplâtre médicamenteux	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	betesil 2,250 mg, emplatre medicamenteux	hypokaliemiants
CIS65726080	BETESIL 2,250 mg, emplâtre médicamenteux	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	betesil 2,250 mg, emplatre medicamenteux	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS65031328	BETAMETHASONE ZENTIVA 2 mg, comprimé dispersible sécable	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	betamethasone zentiva 2 mg, comprime dispersible secable	corticoides
CIS65031328	BETAMETHASONE ZENTIVA 2 mg, comprimé dispersible sécable	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	betamethasone zentiva 2 mg, comprime dispersible secable	glucocorticoides (sauf hydrocortisone)
CIS65031328	BETAMETHASONE ZENTIVA 2 mg, comprimé dispersible sécable	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	betamethasone zentiva 2 mg, comprime dispersible secable	hypokaliemiants
CIS65031328	BETAMETHASONE ZENTIVA 2 mg, comprimé dispersible sécable	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	betamethasone zentiva 2 mg, comprime dispersible secable	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS65715931	BETAMETHASONE ARROW 2 mg, comprimé dispersible sécable	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	betamethasone arrow 2 mg, comprime dispersible secable	corticoides
CIS65715931	BETAMETHASONE ARROW 2 mg, comprimé dispersible sécable	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	betamethasone arrow 2 mg, comprime dispersible secable	glucocorticoides (sauf hydrocortisone)
CIS65715931	BETAMETHASONE ARROW 2 mg, comprimé dispersible sécable	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	betamethasone arrow 2 mg, comprime dispersible secable	hypokaliemiants
CIS65715931	BETAMETHASONE ARROW 2 mg, comprimé dispersible sécable	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	betamethasone arrow 2 mg, comprime dispersible secable	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS68414260	DAIVOBET 50 microgrammes/0,5 mg/g, gel	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	daivobet 50 microgrammes/0,5 mg/g, gel	corticoides
CIS68414260	DAIVOBET 50 microgrammes/0,5 mg/g, gel	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	daivobet 50 microgrammes/0,5 mg/g, gel	glucocorticoides (sauf hydrocortisone)
CIS68414260	DAIVOBET 50 microgrammes/0,5 mg/g, gel	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	daivobet 50 microgrammes/0,5 mg/g, gel	hypokaliemiants
